"14";"20";"";"";"20231015";"08:24:05";"3.6.2.1904 (1904)";"421786";"";"ALB2";"3.54868";"-0.02185";"g/dL";"0";" ";"PCCC1";"0774693";"598376";"20230627";"1";"3.350";"0.200";"";
"14";"20";"";"";"20231015";"08:24:05";"3.6.2.1904 (1904)";"421786";"";"ALB2";"5.56457";"0.02203";"g/dL";"0";" ";"PCCC2";"0774707";"595396";"20230627";"1";"5.410";"0.320";"";
"14";"20";"";"";"20231015";"08:24:21";"3.6.2.1904 (1904)";"421786";"";"ALP2S";"233.71626";"0.03906";"U/L";"13";"c";"PCCC2";"0774707";"595396";"20230627";"1";"239.000";"14.000";"";
"14";"20";"";"";"20231015";"08:24:20";"3.6.2.1904 (1904)";"421786";"";"ALP2S";"110.00078";"0.01891";"U/L";"13";"c";"PCCC1";"0774693";"598376";"20230627";"1";"113.000";"7.000";"";
"14";"20";"";"";"20231015";"08:24:36";"3.6.2.1904 (1904)";"421786";"";"ALTL";"120.54740";"0.02014";"U/L";"0";" ";"PCCC2";"0774707";"595396";"20230627";"1";"124.000";"7.000";"";
"14";"20";"";"";"20231015";"08:24:35";"3.6.2.1904 (1904)";"421786";"";"ALTL";"51.15693";"0.00806";"U/L";"0";" ";"PCCC1";"0774693";"598376";"20230627";"1";"48.100";"2.900";"";
"14";"20";"";"";"20231015";"08:24:57";"3.6.2.1904 (1904)";"421786";"";"AMYL2";"193.25816";"0.02874";"U/L";"0";" ";"PCCC2";"0774707";"595396";"20230627";"1";"191.000";"11.000";"";
"14";"20";"";"";"20231015";"08:24:56";"3.6.2.1904 (1904)";"421786";"";"AMYL2";"82.86439";"0.01235";"U/L";"0";" ";"PCCC1";"0774693";"598376";"20230627";"1";"80.100";"4.800";"";
"14";"20";"";"";"20231015";"08:25:18";"3.6.2.1904 (1904)";"421786";"";"ASTL";"45.58260";"0.00745";"U/L";"0";" ";"PCCC1";"0774693";"598376";"20230627";"1";"44.200";"2.700";"";
"14";"20";"";"";"20231015";"08:25:18";"3.6.2.1904 (1904)";"421786";"";"ASTL";"142.53317";"0.02474";"U/L";"0";" ";"PCCC2";"0774707";"595396";"20230627";"1";"141.000";"8.000";"";
"14";"20";"";"";"20231015";"08:25:39";"3.6.2.1904 (1904)";"421786";"";"BILD2";"0.90207";"0.01133";"mg/dL";"0";" ";"PCCC1";"0774693";"598376";"20230627";"1";"0.942";"0.075";"";
"14";"20";"";"";"20231015";"08:25:39";"3.6.2.1904 (1904)";"421786";"";"BILD2";"2.53982";"0.03173";"mg/dL";"0";" ";"PCCC2";"0774707";"595396";"20230627";"1";"2.600";"0.210";"";
"14";"20";"";"";"20231015";"08:26:00";"3.6.2.1904 (1904)";"421786";"";"BILT3";"0.96566";"0.00492";"mg/dL";"0";" ";"PCCC1";"0774693";"598376";"20230627";"1";"0.971";"0.058";"";
"14";"20";"";"";"20231015";"08:26:00";"3.6.2.1904 (1904)";"421786";"";"BILT3";"3.42549";"0.01530";"mg/dL";"0";" ";"PCCC2";"0774707";"595396";"20230627";"1";"3.570";"0.210";"";
"14";"20";"";"";"20231015";"08:26:22";"3.6.2.1904 (1904)";"421786";"";"CA2";"13.73595";"0.15638";"mg/dL";"0";" ";"PCCC2";"0774707";"595396";"20230627";"1";"13.500";"0.500";"";
"14";"20";"";"";"20231015";"08:26:21";"3.6.2.1904 (1904)";"421786";"";"CA2";"9.23657";"0.10661";"mg/dL";"0";" ";"PCCC1";"0774693";"598376";"20230627";"1";"8.860";"0.350";"";
"14";"20";"";"";"20231015";"08:26:43";"3.6.2.1904 (1904)";"421786";"";"CHOL2";"165.36288";"0.17984";"mg/dL";"0";" ";"PCCC2";"0774707";"595396";"20230627";"1";"166.000";"8.000";"";
"14";"20";"";"";"20231015";"08:26:43";"3.6.2.1904 (1904)";"421786";"";"CHOL2";"105.92296";"0.11503";"mg/dL";"0";" ";"PCCC1";"0774693";"598376";"20230627";"1";"102.000";"5.000";"";
"14";"20";"";"";"20231015";"08:27:04";"3.6.2.1904 (1904)";"421786";"";"CK2";"147.32468";"0.00894";"U/L";"69";"p";"PCCC1";"0774693";"598376";"20230627";"1";"151.000";"9.000";"";
"14";"20";"";"";"20231015";"08:27:04";"3.6.2.1904 (1904)";"421786";"";"CK2";"256.69699";"0.01552";"U/L";"69";"p";"PCCC2";"0774707";"595396";"20230627";"1";"267.000";"16.000";"";
"14";"20";"";"";"20231015";"08:27:26";"3.6.2.1904 (1904)";"421786";"";"CKMB2";"41.43404";"0.00251";"U/L";"0";" ";"PCCC1";"0774693";"598376";"20230627";"1";"42.100";"3.400";"";
"14";"20";"";"";"20231015";"08:27:26";"3.6.2.1904 (1904)";"421786";"";"CKMB2";"92.01659";"0.00544";"U/L";"0";" ";"PCCC2";"0774707";"595396";"20230627";"1";"93.000";"7.400";"";
"14";"20";"";"";"20231015";"22:59:48";"3.6.2.1904 (1904)";"421786";"";"CL-D";"112.63095";"85.05557";"mmol/L";"0";" ";"PCCC2";"0774707";"595396";"20230627";"1";"108.000";"3.000";"";
"14";"20";"";"";"20231015";"22:59:47";"3.6.2.1904 (1904)";"421786";"";"CL-D";"90.75051";"89.64914";"mmol/L";"23";"ISE UNSTAB";"PCCC1";"0774693";"598376";"20230627";"1";"87.000";"2.600";"";
"14";"20";"";"";"20231015";"17:48:24";"3.6.2.1904 (1904)";"421786";"";"CL-D";"92.01035";"89.27390";"mmol/L";"0";" ";"PCCC1";"0774693";"598376";"20230627";"1";"87.000";"2.600";"";
"14";"20";"";"";"20231015";"17:48:23";"3.6.2.1904 (1904)";"421786";"";"CL-D";"111.52229";"85.10733";"mmol/L";"0";" ";"PCCC2";"0774707";"595396";"20230627";"1";"108.000";"3.000";"";
"14";"20";"";"";"20231015";"17:29:20";"3.6.2.1904 (1904)";"421786";"";"CL-D";"89.84912";"89.48093";"mmol/L";"13";"c";"PCCC1";"0774693";"598376";"20230627";"1";"87.000";"2.600";"";
"14";"20";"";"";"20231015";"08:36:39";"3.6.2.1904 (1904)";"421786";"";"CL-D";"112.30649";"84.90027";"mmol/L";"0";" ";"PCCC2";"0774707";"595396";"20230627";"1";"108.000";"3.000";"";
"14";"20";"";"";"20231015";"08:36:38";"3.6.2.1904 (1904)";"421786";"";"CL-D";"91.80231";"89.23508";"mmol/L";"0";" ";"PCCC1";"0774693";"598376";"20230627";"1";"87.000";"2.600";"";
"14";"20";"";"";"20231015";"08:27:47";"3.6.2.1904 (1904)";"421786";"";"CREJ2";"1.17411";"0.00460";"mg/dL";"0";" ";"PCCC1";"0774693";"598376";"20230627";"1";"1.070";"0.060";"";
"14";"20";"";"";"20231015";"08:27:47";"3.6.2.1904 (1904)";"421786";"";"CREJ2";"3.78247";"0.01314";"mg/dL";"0";" ";"PCCC2";"0774707";"595396";"20230627";"1";"3.560";"0.210";"";
"14";"20";"";"";"20231015";"08:36:18";"3.6.2.1904 (1904)";"421786";"";"CRP4";"5.01466";"0.26457";"mg/dl";"0";" ";"PCCC2";"0774707";"595396";"20230703";"1";"5.100";"0.340";"";
"14";"20";"";"";"20231015";"08:36:17";"3.6.2.1904 (1904)";"421786";"";"CRP4";"0.58209";"0.05095";"mg/dl";"4";"< TEST RNG";"PCCC1";"0774693";"598376";"20230703";"1";"0.607";"0.041";"";
"14";"20";"";"";"20231015";"08:28:08";"3.6.2.1904 (1904)";"421786";"";"GGTI2";"55.40187";"0.00548";"U/L";"0";" ";"PCCC1";"0774693";"598376";"20230627";"1";"54.600";"3.300";"";
"14";"20";"";"";"20231015";"08:28:08";"3.6.2.1904 (1904)";"421786";"";"GGTI2";"222.47746";"0.02019";"U/L";"0";" ";"PCCC2";"0774707";"595396";"20230627";"1";"225.000";"14.000";"";
"14";"20";"";"";"20231015";"08:28:29";"3.6.2.1904 (1904)";"421786";"";"GLUC3";"104.62401";"0.17502";"mg/dL";"0";" ";"PCCC1";"0774693";"598376";"20230627";"1";"102.000";"5.000";"";
"14";"20";"";"";"20231015";"08:28:29";"3.6.2.1904 (1904)";"421786";"";"GLUC3";"238.52982";"0.39629";"mg/dL";"0";" ";"PCCC2";"0774707";"595396";"20230627";"1";"243.000";"12.000";"";
"14";"20";"";"";"20231015";"18:08:10";"3.6.2.1904 (1904)";"421786";"";"HDLC4";"29.63558";"0.05846";"mg/dL";"13";"c";"PCCC1";"0774693";"598376";"20230627";"1";"29.000";"2.300";"";
"14";"20";"";"";"20231015";"18:08:10";"3.6.2.1904 (1904)";"421786";"";"HDLC4";"51.13444";"0.09942";"mg/dL";"13";"c";"PCCC2";"0774707";"595396";"20230627";"1";"49.500";"4.000";"";
